"","FT","Census","Segment","Start","End","Segment_Tags","Distance","Date","Observer","Hour","Humidity_Census","Rain_History","Rain_Type","H.picta","H.zeylanica","Humidity_Segment","Weather","Comments","Long_Rain","Observer.S","year","dates","MinAlt","MaxAlt","MedAlt","partition"
"12418","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2014-12-05","JK","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","JK","2014",NA,200,400,300,"UG.I"
"12419","5.LG","6A","6A-03","UB23","HB 14",10,500,"2017-04-14","LD","05:30 AM","dry","3.yesterday","2.drizzle","0","0","1.dry","1.clear","","<1 jam","LD","2017",NA,200,400,300,"LG.II"
"12420","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2019-01-24","SY","05:30 AM","wet","5.raining","4.heavy","2","0","3.wet","6.drizzle","","","SY","2019",NA,200,400,300,"LG.I"
"12421","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2013-02-13","LD","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","","<1 jam","LD","2013",NA,200,400,300,"LG.II"
"12422","5.LG","5B","5B-03","GP 36","TL 40",10,500,"2017-11-24","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12423","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2017-09-16","SY","05:30 AM","dry","3.yesterday","3.medium","0","0","1.dry","1.clear","<1 jam","","SY","2017",NA,200,400,300,"LG.II"
"12424","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2016-06-09","SY","05:30 AM","moist","3.yesterday","2.drizzle","3","0","2.moist","1.clear","","","SY","2016",NA,200,400,300,"LG.I"
"12425","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2017-04-27","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","",">1 jam ","SY","2017",NA,200,400,300,"LG.II"
"12426","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2018-04-26","DK","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","5.cloudy","","1-3 jam","DK","2018",NA,200,400,300,"LG.II"
"12427","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2017-08-20","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2017",NA,200,400,300,"LG.II"
"12428","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2017-04-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","2","0","1.dry","1.clear","","","JK","2017",NA,200,400,300,"LG.I"
"12429","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2017-02-26","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","",">1 jam","MI","2017",NA,200,400,300,"LG.II"
"12430","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2017-08-08","DK+LD","05:30 AM","moist","5.raining","2.drizzle","0","0","2.moist","1.clear","","","> 1 Obs","2017",NA,200,400,300,"LG.I"
"12431","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2016-12-27","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","",">1 jam","SY","2016",NA,200,400,300,"LG.I"
"12432","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2014-05-27","MI","05:30 AM","moist","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","<1 jam","MI","2014",NA,200,400,300,"LG.II"
"12433","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2014-06-16","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","",">7 jam","LD","2014",NA,200,400,300,"LG.II"
"12434","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2019-10-22","JK","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","5.cloudy","","","JK","2019",NA,200,400,300,"LG.I"
"12435","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2017-03-26","SY","05:30 AM","dry","2.day_before_yesterday","2.drizzle","0","0","1.dry","1.clear","",">1 jam","SY","2017",NA,200,400,300,"LG.II"
"12436","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2017-05-20","SY","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","SY","2017",NA,200,400,300,"LG.I"
"12437","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2017-04-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2017",NA,200,400,300,"LG.I"
"12438","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2014-11-26","MI","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","1-3 jam","MI","2014",NA,200,400,300,"LG.I"
"12439","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2017-11-28","JK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","",">1 jam","JK","2017",NA,200,400,300,"LG.II"
"12440","5.LG","6B","6B-04","SI 18","SI 28",10,500,"2017-11-28","JK","05:30 AM","wet","4.last_night","3.medium","0","3","3.wet","5.cloudy","",">1 jam","JK","2017",NA,200,400,300,"LG.II"
"12441","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2015-11-22","LD","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","5.cloudy","","","LD","2015",NA,200,400,300,"LG.I"
"12442","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2018-08-04","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2018",NA,200,400,300,"LG.I"
"12443","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2017-06-15","SY","05:30 AM","dry","2.day_before_yesterday","2.drizzle","0","0","1.dry","1.clear","",">1 jam","SY","2017",NA,200,400,300,"LG.I"
"12444","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2019-11-17","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12445","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2017-04-23","LD","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12446","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2018-02-05","JK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","1-3 jam","JK","2018",NA,200,400,300,"UG.I"
"12447","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2019-11-17","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12448","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2018-08-04","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2018",NA,200,400,300,"LG.I"
"12449","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2016-09-06","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","MI","2016",NA,200,400,300,"LG.II"
"12450","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2019-03-06","DK","05:30 AM","moist","4.last_night","3.medium","0","0","1.dry","5.cloudy","","<1 jam","DK","2019",NA,200,400,300,"LG.I"
"12451","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2016-11-23","LD","05:30 AM","moist","2.day_before_yesterday","4.heavy","0","0","2.moist","1.clear","",">7 jam","LD","2016",NA,200,400,300,"LG.I"
"12452","5.LG","6A","6A-03","UB23","HB 14",10,500,"2018-04-11","JK","05:30 AM","moist","4.last_night","3.medium","0","0","1.dry","1.clear","","<1 jam","JK","2018",NA,200,400,300,"LG.II"
"12453","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2017-05-26","JK","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","5.cloudy","",">1 jam","JK","2017",NA,200,400,300,"LG.II"
"12454","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2017-11-24","LD","05:30 AM","moist","3.yesterday","3.medium","2","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12455","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2016-03-15","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","","","SY","2016",NA,200,400,300,"LG.II"
"12456","5.LG","6B","6B-06","HB 04","HB 14",10,500,"2017-11-28","JK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","",">1 jam","JK","2017",NA,200,400,300,"LG.II"
"12457","5.LG","6A","6A-03","UB23","HB 14",10,500,"2020-04-16","LD","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","LD","2020",NA,200,400,300,"LG.II"
"12458","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2017-08-26","SY+UNTAN","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","",">1 jam","> 1 Obs","2017",NA,200,400,300,"LG.II"
"12459","5.LG","5A","5A-06","TL 30","TL 40",10,500,"2019-10-11","DK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","<1 jam","","DK","2019",NA,200,400,300,"LG.I"
"12460","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2019-11-17","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12461","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2018-11-16","JK","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","","<1 jam","JK","2018",NA,200,400,300,"LG.II"
"12462","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2019-09-04","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12463","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2017-04-14","LD","05:30 AM","dry","3.yesterday","2.drizzle","0","0","1.dry","1.clear","","<1 jam","LD","2017",NA,200,400,300,"LG.II"
"12464","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2018-10-15","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","",">1 jam","JK","2018",NA,200,400,300,"LG.II"
"12465","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2017-06-01","SY","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","5.cloudy","","<1 jam","SY","2017",NA,200,400,300,"LG.I"
"12466","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2019-07-12","JK","05:30 AM","wet","5.raining","3.medium","0","0","3.wet","1.clear","","1-3 jam","JK","2019",NA,200,400,300,"LG.II"
"12467","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2020-04-08","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,200,400,300,"LG.I"
"12468","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2017-11-28","JK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","",">1 jam","JK","2017",NA,200,400,300,"LG.II"
"12469","5.LG","6A","6A-03","UB23","HB 14",10,500,"2016-09-06","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","3.wet","1.clear","","<1 jam","MI","2016",NA,200,400,300,"LG.II"
"12470","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2019-01-24","SY","05:30 AM","wet","5.raining","4.heavy","0","0","3.wet","1.clear","","","SY","2019",NA,200,400,300,"LG.I"
"12471","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2019-10-11","DK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","<1 jam","","DK","2019",NA,200,400,300,"LG.I"
"12472","5.LG","6A","6A-03","UB23","HB 14",10,500,"2016-03-15","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","","","SY","2016",NA,200,400,300,"LG.II"
"12473","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2017-04-27","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","",">1 jam ","SY","2017",NA,200,400,300,"LG.II"
"12474","5.LG","6A","6A-03","UB23","HB 14",10,500,"2019-03-14","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","",">1 jam","SY","2019",NA,200,400,300,"LG.II"
"12475","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2020-08-19","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","<1 jam","LD","2020",NA,200,400,300,"LG.II"
"12476","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2016-05-29","SY","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","","SY","2016",NA,200,400,300,"UG.II"
"12477","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2014-03-16","SY","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","3-5 jam","SY","2014",NA,200,400,300,"LG.I"
"12478","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2015-05-13","SY/MK","05:30 AM","moist","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","<1 jam","> 1 Obs","2015",NA,200,400,300,"LG.II"
"12479","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2020-04-08","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,200,400,300,"LG.I"
"12480","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2018-04-11","JK","05:30 AM","moist","4.last_night","3.medium","0","0","1.dry","1.clear","","<1 jam","JK","2018",NA,200,400,300,"LG.II"
"12481","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2013-12-25","SY","05:30 AM","dry","2.day_before_yesterday","4.heavy","0","0","1.dry","1.clear","","1-3 jam","SY","2013",NA,200,400,300,"LG.I"
"12482","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2014-08-21","MI","05:30 AM","dry","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","MI","2014",NA,200,400,300,"LG.II"
"12483","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2016-12-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2016",NA,200,400,300,"LG.I"
"12484","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2014-08-13","MI","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","","1-3 jam","MI","2014",NA,200,400,300,"LG.I"
"12485","5.LG","6A","6A-04","HB 14","HB 04",10,500,"2019-03-14","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","",">1 jam","SY","2019",NA,200,400,300,"LG.II"
"12486","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2019-10-11","DK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","<1 jam","","DK","2019",NA,200,400,300,"LG.I"
"12487","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2017-08-20","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2017",NA,200,400,300,"LG.II"
"12488","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2017-10-13","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","LD","2017",NA,200,400,300,"LG.II"
"12489","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2020-04-16","LD","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","LD","2020",NA,200,400,300,"LG.II"
"12490","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2018-05-12","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","SY","2018",NA,200,400,300,"LG.II"
"12491","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2018-04-02","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2018",NA,200,400,300,"UG.I"
"12492","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2020-06-20","JK","05:32 AM","wet","2.day_before_yesterday","3.medium","0","0","3.wet","1.clear","",">1 jam","JK","2020",NA,200,400,300,"LG.II"
"12493","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2019-04-12","SY","05:30 AM","wet","3.yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","SY","2019",NA,200,400,300,"LG.I"
"12494","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2017-04-27","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","",">1 jam ","SY","2017",NA,200,400,300,"LG.II"
"12495","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2019-10-22","JK","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","5.cloudy","","","JK","2019",NA,200,400,300,"LG.I"
"12496","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2019-01-24","SY","05:30 AM","wet","5.raining","4.heavy","0","0","3.wet","1.clear","","","SY","2019",NA,200,400,300,"LG.I"
"12497","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2017-02-26","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","",">1 jam","MI","2017",NA,200,400,300,"LG.II"
"12498","5.LG","5B","5B-01","GP 20","GP 26",6,300,"2019-10-22","JK","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","5.cloudy","","","JK","2019",NA,200,400,300,"LG.I"
"12499","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2017-06-01","SY","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","SY","2017",NA,200,400,300,"LG.I"
"12500","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2018-10-20","DK","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","5.cloudy","","<1 jam","DK","2018",NA,200,400,300,"UG.I"
"12501","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2019-01-12","DK","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","DK","2019",NA,200,400,300,"LG.II"
"12502","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2020-01-14","JK","05:30 AM","wet","3.yesterday","2.drizzle","0","0","1.dry","1.clear","","<1 jam","JK","2020",NA,200,400,300,"LG.II"
"12503","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2020-09-20","JK","05:45 AM","dry","4.last_night","3.medium","0","0","1.dry","1.clear","",">1 jam","JK","2020",NA,200,400,300,"LG.II"
"12504","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2015-01-23","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","LD","2015",NA,200,400,300,"LG.I"
"12505","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2019-11-17","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12506","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2018-01-08","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","5.cloudy","","<1 jam","LD","2018",NA,200,400,300,"UG.I"
"12507","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2018-12-13","SY","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","SY","2018",NA,200,400,300,"LG.I"
"12508","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2015-05-23","MI","05:30 AM","wet","3.yesterday","4.heavy","1","2","3.wet","1.clear","","3-5 jam","MI","2015",NA,200,400,300,"LG.I"
"12509","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2019-10-11","DK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","5.cloudy","<1 jam","","DK","2019",NA,200,400,300,"LG.I"
"12510","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2019-03-14","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","",">1 jam","SY","2019",NA,200,400,300,"LG.II"
"12511","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2012-12-05","LD","05:30 AM","moist","3.yesterday","2.drizzle","5","1","2.moist","1.clear","","","LD","2012",NA,200,400,300,"LG.I"
"12512","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2020-04-08","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,200,400,300,"LG.I"
"12513","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2017-07-17","SY","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","1-3 jam","SY","2017",NA,200,400,300,"LG.II"
"12514","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2016-09-23","LD","05:30 AM","wet","5.raining","2.drizzle","2","0","2.moist","1.clear","","","LD","2016",NA,200,400,300,"LG.I"
"12515","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2015-12-28","LD","05:30 AM","dry","2.day_before_yesterday","2.drizzle","0","0","1.dry","1.clear","","","LD","2015",NA,200,400,300,"UG.II"
"12516","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2019-03-06","DK","05:30 AM","moist","4.last_night","3.medium","0","0","1.dry","5.cloudy","","<1 jam","DK","2019",NA,200,400,300,"LG.I"
"12517","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2017-11-24","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12518","5.LG","6A","6A-03","UB23","HB 14",10,500,"2016-02-13","JK","05:30 AM","dry","3.yesterday","3.medium","0","0","1.dry","1.clear","","","JK","2016",NA,200,400,300,"LG.II"
"12519","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2017-04-23","LD","05:30 AM","moist","4.last_night","3.medium","1","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12520","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2017-09-16","SY","05:30 AM","dry","3.yesterday","3.medium","0","0","1.dry","1.clear","<1 jam","","SY","2017",NA,200,400,300,"LG.II"
"12521","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2019-11-17","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.II"
"12522","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2017-04-23","LD","05:30 AM","moist","4.last_night","3.medium","1","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12523","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2016-12-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2016",NA,200,400,300,"LG.I"
"12524","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2019-02-15","SY","05:30 AM","wet","2.day_before_yesterday","3.medium","0","0","2.moist","5.cloudy","",">7jam","SY","2019",NA,200,400,300,"LG.II"
"12525","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2015-03-05","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2015",NA,200,400,300,"UG.I"
"12526","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2015-11-06","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","","MI","2015",NA,200,400,300,"LG.I"
"12527","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2019-03-14","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","",">1 jam","SY","2019",NA,200,400,300,"LG.II"
"12528","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2014-06-28","LD","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,200,400,300,"LG.II"
"12529","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2017-04-27","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","",">1 jam ","SY","2017",NA,200,400,300,"LG.II"
"12530","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2018-10-26","SY","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","1.clear","",">1 jam","SY","2018",NA,200,400,300,"UG.II"
"12531","5.LG","5A","5A-06","TL 30","TL 40",10,500,"2016-11-06","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","2.moist","1.clear","","1-3 jam ","MI","2016",NA,200,400,300,"LG.I"
"12532","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2017-06-01","SY","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","SY","2017",NA,200,400,300,"LG.I"
"12533","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2017-11-24","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.I"
"12534","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2017-05-20","SY","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","SY","2017",NA,200,400,300,"LG.I"
"12535","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2019-03-23","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.I"
"12536","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2019-03-23","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2019",NA,200,400,300,"LG.I"
"12537","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2017-03-26","SY","05:30 AM","dry","2.day_before_yesterday","2.drizzle","0","0","1.dry","1.clear","",">1 jam","SY","2017",NA,200,400,300,"LG.II"
"12538","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2019-10-11","DK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","5.cloudy","<1 jam","","DK","2019",NA,200,400,300,"LG.I"
"12539","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2020-04-16","LD","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","",">1 jam","LD","2020",NA,200,400,300,"LG.II"
"12540","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2020-04-08","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,200,400,300,"LG.I"
"12541","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2020-07-19","SY","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","1.clear","","<1 jam","SY","2020",NA,200,400,300,"LG.II"
"12542","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2019-02-15","SY","05:30 AM","wet","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","",">7jam","SY","2019",NA,200,400,300,"LG.II"
"12543","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2016-09-06","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","MI","2016",NA,200,400,300,"LG.II"
"12544","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2015-01-23","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","1","0","2.moist","1.clear","","1-3 jam","LD","2015",NA,200,400,300,"LG.I"
"12545","5.LG","6A","6A-03","UB23","HB 14",10,500,"2019-02-15","SY","05:30 AM","wet","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","",">7jam","SY","2019",NA,200,400,300,"LG.II"
